AMS,AMS,244952000,518
SEA,AMS,235070031,1
BEV,BEV,277530000,126
BEV,SEA,246798000,1
BEV,SEA,256256000,4
SEA,BEV,246067000,3
AMS,AMS,374145000,473
AMS,AMS,244699000,233
BEV,BEV,636015205,72
AMS,SEA,244041000,6
BEV,BEV,209562000,86
SEA,AMS,244538000,4
AMS,SEA,311059100,4
SEA,AMS,477547200,1
SEA,AMS,232002165,40
BEV,BEV,376121000,1
AMS,AMS,308918000,412
SEA,BEV,236111827,4
SEA,AMS,244620981,6
SEA,AMS,245675000,18
BEV,SEA,245825000,2
SEA,AMS,304625000,35
AMS,AMS,236112059,2601
SEA,AMS,236111791,2
BEV,SEA,211822000,3
SEA,BEV,304347000,1
SEA,BEV,432810000,4
BEV,SEA,432810000,4
SEA,AMS,305883000,1
BEV,SEA,230015000,4
AMS,SEA,244227000,1
AMS,SEA,236597000,10
AMS,AMS,244041000,1124
SEA,AMS,248370000,10
BEV,BEV,236111827,103
BEV,BEV,305188000,113
AMS,SEA,236112059,9
SEA,AMS,244190000,19
AMS,SEA,246206000,1
BEV,SEA,304010859,2
AMS,AMS,636015430,476
AMS,AMS,244190000,4324
AMS,AMS,235007440,2887
AMS,SEA,477700600,4
AMS,SEA,247604000,2
AMS,AMS,304783000,2911
SEA,BEV,305188000,4
AMS,SEA,273334240,1
SEA,BEV,375203000,1
AMS,SEA,246786000,5
BEV,SEA,255801560,3
AMS,SEA,244538000,4
BEV,SEA,304158000,2
BEV,SEA,277530000,3
SEA,BEV,209562000,2
AMS,SEA,244190000,19
AMS,AMS,477652600,462
SEA,AMS,538005815,3
AMS,SEA,636015430,2
SEA,BEV,304001000,4
SEA,AMS,244670062,9
BEV,SEA,231355000,5
AMS,SEA,564242000,43
BEV,SEA,304347000,1
AMS,AMS,235103762,818
BEV,BEV,369233000,105
SEA,BEV,215724000,3
BEV,SEA,212882000,1
AMS,AMS,311059100,460
SEA,AMS,319002500,6
AMS,SEA,245455000,6
SEA,AMS,246683000,35
SEA,AMS,245354000,27
BEV,BEV,255801560,83
SEA,AMS,245859000,4
AMS,SEA,249005000,63
AMS,SEA,245675000,19
SEA,AMS,244820404,33
SEA,BEV,246873000,5
AMS,AMS,314319000,388
AMS,AMS,247604000,234
SEA,AMS,238251000,4
BEV,SEA,245882000,4
BEV,SEA,218474000,3
BEV,SEA,246067000,3
SEA,AMS,311059100,4
SEA,BEV,319570000,2
SEA,BEV,636091910,4
BEV,BEV,636091910,54
AMS,AMS,248127000,288
AMS,AMS,232002165,2022
AMS,SEA,244952000,5
SEA,BEV,230015000,4
SEA,AMS,374145000,2
AMS,AMS,538005815,447
AMS,AMS,236407000,176
BEV,BEV,477791900,63
AMS,AMS,244820404,4031
SEA,BEV,256149000,1
BEV,SEA,249837000,3
AMS,SEA,304036000,6
AMS,SEA,245147000,21
AMS,SEA,235060251,5
SEA,AMS,246310000,3
SEA,BEV,245825000,2
BEV,BEV,304010859,100
BEV,BEV,212882000,117
SEA,BEV,245882000,4
SEA,BEV,211627970,4
BEV,BEV,354776000,64
SEA,AMS,308918000,2
BEV,BEV,304726000,92
AMS,AMS,249145000,1066
SEA,BEV,369233000,1
AMS,SEA,477820000,8
BEV,SEA,376121000,1
AMS,SEA,235007440,15
SEA,AMS,341229000,1
AMS,SEA,538005815,2
AMS,SEA,244699000,6
BEV,BEV,248811000,89
AMS,SEA,245354000,28
SEA,BEV,212882000,1
AMS,AMS,235070031,287
AMS,SEA,314319000,2
SEA,AMS,246206000,1
BEV,BEV,245147000,132
SEA,BEV,477791900,3
SEA,AMS,235103762,1
SEA,BEV,255801560,3
AMS,AMS,244538000,441
AMS,AMS,245044000,337
SEA,BEV,231355000,5
BEV,BEV,245825000,128
AMS,AMS,477700600,352
SEA,AMS,304783000,30
BEV,BEV,372744000,67
SEA,AMS,636015430,2
SEA,BEV,235066012,4
BEV,BEV,218474000,80
AMS,SEA,248127000,3
AMS,AMS,244137000,462
BEV,BEV,249837000,102
BEV,BEV,304070935,117
BEV,SEA,432824000,3
SEA,AMS,477820000,9
AMS,AMS,244227000,472
SEA,BEV,250001723,3
SEA,BEV,304726000,1
AMS,AMS,235060251,511
SEA,BEV,354776000,2
AMS,SEA,357028000,3
SEA,BEV,211822000,3
BEV,SEA,372744000,3
SEA,BEV,244810690,1
SEA,AMS,245044000,5
AMS,AMS,273334240,313
BEV,SEA,304001000,4
AMS,SEA,308918000,3
BEV,SEA,309807000,2
BEV,SEA,215724000,3
BEV,BEV,304001000,125
SEA,AMS,236597000,9
BEV,BEV,211627970,80
AMS,SEA,248370000,9
SEA,BEV,228335900,2
AMS,SEA,244870016,1
SEA,AMS,304036000,5
SEA,AMS,246786000,6
BEV,SEA,209562000,2
AMS,SEA,477547200,1
BEV,BEV,244810690,130
AMS,AMS,304036000,761
BEV,SEA,305188000,4
SEA,BEV,245562000,1
BEV,BEV,228335900,72
BEV,SEA,275468000,1
AMS,AMS,236597000,802
BEV,BEV,211822000,99
AMS,AMS,244810593,426
